Name,Full Ticker,Ticker,Sector,Market Cap,Net Debt,Enterprise Value (EV),Revenue,Revenue Forecast CAGR (10y),Avg EBITDA Margin Forecast (10y),Avg Capital Expenditures Margin (5y),Marginal Tax Rate,Industry,Operating Region,Operating Country
Power Assets Holdings Limited,OTCPK:HGKG.Y,HGKG.Y,Utilities,12601.5403,35.032,993.1371,165.3716,0.0023,0.801,0.0007,0.09,Electric Utilities,Asia / Pacific,Hong Kong
"Penn National Gaming, Inc.",NASDAQGS:PENN,PENN,Consumer Discretionary,12582.816,8875.3,21020.816,4977.8,0.0758,0.3708,0.0325,0.26,"Hotels, Restaurants & Leisure",United States,United States
Pentair plc,NYSE:PNR,PNR,Industrials,12567.4472,703,13270.4472,3401.5,0.0481,0.2195,0.018,0.19,Machinery,United Kingdom & Ireland,United Kingdom
"F5 Networks, Inc.",NASDAQGS:FFIV,FFIV,Information Technology,12560.0267,-35.761,12524.2657,2536.235,0.0661,0.401,0.0279,0.26,Communications Equipment,United States,United States
Solvay SA,OTCPK:SLVY.Y,SLVY.Y,Materials,12549.5247,2906.7837,14893.5001,11838.2353,0.0349,0.2287,0.0645,0.16,Chemicals,Europe,Belgium
Recordati Industria Chimica e Farmaceutica S.p.A.,OTCPK:RCDT.F,RCDT.F,Healthcare,12545.5452,1042.9056,13633.9296,1730.9179,0.0345,0.4055,0.0141,0.23,Pharmaceuticals,Europe,Italy
"Grupo Bimbo, S.A.B. de C.V.",OTCPK:BMBO.Y,BMBO.Y,Consumer Staples,12535.0022,5273.3791,18476.2723,16726.6924,0.0313,0.1355,0.0479,0.39,Food Products,Canada & Mexico,Mexico
"Grupo Bimbo, S.A.B. de C.V.",OTCPK:GRBM.F,GRBM.F,Consumer Staples,12535.0022,5273.3791,18507.7002,16726.6924,0.0313,0.1355,0.0479,0.39,Food Products,Canada & Mexico,Mexico
WiseTech Global Limited,OTCPK:WIGB.Y,WIGB.Y,Information Technology,12521.8663,-211.0828,12809.3051,380.5489,0.0585,0.4289,0.0317,0.25,Software,Asia / Pacific,Australia
Bunge Limited,NYSE:BG,BG,Consumer Staples,12517.8555,7096,20045.8555,51121,0.0261,0.0421,0.0128,0.26,Food Products,United States,United States
Korea Electric Power Corporation,NYSE:KEP,KEP,Utilities,12509.7219,64426.0103,71235.3446,52202.1877,0.0224,0.2156,0.214,0.34,Electric Utilities,Asia / Pacific,South Korea
NovoCure Limited,NASDAQGS:NVCR,NVCR,Healthcare,12486.1299,-326.525,12159.6049,544.825,0.1868,0.3372,0.0626,0,Healthcare Equipment & Supplies,United Kingdom & Ireland,Jersey
Thai Beverage Public Company Limited,OTCPK:TBVP.Y,TBVP.Y,Consumer Staples,12478.3146,6037.6607,18893.6388,7959.6635,0.0248,0.1742,0.0226,0.17,Beverages,Asia / Pacific,Thailand
Covestro AG,OTCPK:COVT.Y,COVT.Y,Materials,12453.121,1846.537,14391.5528,15453.0361,0.0481,0.1734,0.0521,0.26,Chemicals,Europe,Germany
Covestro AG,OTCPK:CVVT.F,CVVT.F,Materials,12453.121,1846.537,14391.5528,15453.0361,0.0557,0.1738,0.0521,0.26,Chemicals,Europe,Germany
Robert Half International Inc.,NYSE:RHI,RHI,Industrials,12413.2948,-261.68,12151.6148,5995.613,0.0484,0.1145,0.0086,0.33,Professional Services,United States,United States
"Citrix Systems, Inc.",NASDAQGS:CTXS,CTXS,Information Technology,12409.5427,3146.058,15555.6007,3164.703,0.0272,0.3443,0.0235,0.1,Software,United States,United States
Coca-Cola HBC AG,OTCPK:CCHG.Y,CCHG.Y,Consumer Staples,12407.7687,1599.1221,14492.5235,7769.0117,0.0733,0.18,0.0642,0.22,Beverages,Europe,Switzerland
PagSeguro Digital Ltd.,NYSE:PAGS,PAGS,Information Technology,12403.5032,-230.4265,13764.1792,1651.5583,0.0998,0.3785,0.0634,0.26,IT Services,"Latin America, Middle East & Africa",Brazil
American Airlines Group Inc.,NASDAQGS:AAL,AAL,Industrials,12399.1935,32119,44518.1935,18686,0.1256,0.1628,0.106,0.28,Airlines,United States,United States
China Resources Gas Group Limited,OTCPK:CGAS.Y,CGAS.Y,Utilities,12394.141,-533.7492,10788.8,8720.4221,0.0767,0.1699,0.0929,0.25,Gas Utilities,Asia / Pacific,Hong Kong
Metro Inc.,OTCPK:MTRA.F,MTRA.F,Consumer Staples,12380.706,3383.588,15548.7172,14877.271,0.0216,0.097,0.0224,0.24,Food & Staples Retailing,Canada & Mexico,Canada
"Hasbro, Inc.",NASDAQGS:HAS,HAS,Consumer Discretionary,12322.6352,3625.2,16012.2352,5936.543,0.0485,0.2252,0.0342,0.27,Leisure Products,United States,United States
Emera Incorporated,OTCPK:EMRA.F,EMRA.F,Utilities,12313.4128,12184.7147,24251.046,4395.241,0.032,0.4496,0.3447,0.14,Electric Utilities,Canada & Mexico,Canada
Atmos Energy Corporation,NYSE:ATO,ATO,Utilities,12299.5681,6718.542,19018.1101,3314.02,0.0596,0.4751,0.5226,0.23,Gas Utilities,United States,United States
Campbell Soup Company,NYSE:CPB,CPB,Consumer Staples,12295.8138,5223,17520.8138,8476,0.016,0.2157,0.0456,0.23,Food Products,United States,United States
QIAGEN N.V.,NYSE:QGEN,QGEN,Healthcare,12244.908,1052.319,13297.227,2189.511,0.0486,0.3625,0.0693,0.27,Life Sciences Tools & Services,Europe,Netherlands
Inpex Corporation,OTCPK:IPXH.F,IPXH.F,Energy,12241.2297,9124.7513,16783.3108,7901.6969,0.0407,0.4598,0.289,0.46,"Oil, Gas & Consumable Fuels",Asia / Pacific,Japan
Inpex Corporation,OTCPK:IPXH.Y,IPXH.Y,Energy,12241.2297,9124.7513,16783.3108,7901.6969,0.0407,0.4598,0.289,0.46,"Oil, Gas & Consumable Fuels",Asia / Pacific,Japan
"Builders FirstSource, Inc.",NYSE:BLDR,BLDR,Industrials,12202.5048,2403.824,14606.3288,14576.667,0.0886,0.1108,0.0115,0.22,Building Products,United States,United States
Metallurgical Corporation of China Ltd.,OTCPK:MLLU.Y,MLLU.Y,Industrials,12193.6171,5284.332,19006.5465,72873.6766,0.0605,0.0488,0.0142,0.22,Construction & Engineering,Asia / Pacific,China
Solvay SA,OTCPK:SOLV.Y,SOLV.Y,Materials,12185.3648,2906.7837,15095.3634,11838.2353,0.0349,0.2286,0.0645,0.16,Chemicals,Europe,Belgium
Hongkong Land Holdings Limited,OTCPK:HKHG.F,HKHG.F,Real Estate,12147.7639,4262.3,7148.5536,2159.8,-0.034,0.793,0.0505,0,Real Estate Management & Development,"Latin America, Middle East & Africa",Bermuda
Hongkong Land Holdings Limited,OTCPK:HNGK.Y,HNGK.Y,Real Estate,12147.7639,4262.3,7148.5536,2159.8,-0.034,0.793,0.0505,0,Real Estate Management & Development,"Latin America, Middle East & Africa",Bermuda
DaVita Inc.,NYSE:DVA,DVA,Healthcare,12115.928,11012.03,24453.617,11565.899,0.0285,0.2226,0.0761,0.24,Healthcare Providers & Services,United States,United States
Mitsubishi Chemical Holdings Corporation,OTCPK:MTLH.F,MTLH.F,Materials,12086.8676,17692.6318,28608.1597,31174.8841,0.0395,0.141,0.0607,0.27,Chemicals,Asia / Pacific,Japan
Mitsubishi Chemical Holdings Corporation,OTCPK:MTLH.Y,MTLH.Y,Materials,12086.8676,17692.6318,28608.1597,31174.8841,0.0395,0.141,0.0607,0.27,Chemicals,Asia / Pacific,Japan
InterContinental Hotels Group PLC,NYSE:IHG,IHG,Consumer Discretionary,12059.6238,2470,14268.5874,1827,0.0575,0.5138,0.0168,0.22,"Hotels, Restaurants & Leisure",United Kingdom & Ireland,United Kingdom
InterContinental Hotels Group PLC,OTCPK:ICHG.F,ICHG.F,Consumer Discretionary,12059.6238,2470,14798.2176,1827,0.0575,0.5138,0.0168,0.22,"Hotels, Restaurants & Leisure",United Kingdom & Ireland,United Kingdom
China Resources Gas Group Limited,OTCPK:CRGG.F,CRGG.F,Utilities,12055.4681,-533.7492,10788.8,8720.4221,0.0767,0.1699,0.0929,0.25,Gas Utilities,Asia / Pacific,Hong Kong
Scentre Group,OTCPK:STGP.F,STGP.F,Real Estate,12042.7193,11216.8566,20974.7112,1611.8776,0.0335,0.7129,0.12,0.17,Equity Real Estate Investment Trusts (REITs),Asia / Pacific,Australia
DiaSorin S.p.A.,OTCPK:DSRL.F,DSRL.F,Healthcare,12033.0133,-507.2853,11542.1332,1203.0764,0.0669,0.3803,0.0503,0.24,Healthcare Equipment & Supplies,Europe,Italy
Suntory Beverage & Food Limited,OTCPK:STBF.Y,STBF.Y,Consumer Staples,12025.943,-52.1763,12906.8551,11067.5879,0.0275,0.1598,0.0458,0.28,Beverages,Asia / Pacific,Japan
"Doximity, Inc.",NYSE:DOCS,DOCS,Healthcare,12022.2841,-725.67,11296.6141,243.178,0.1922,0.4244,0.0015,0.15,Health Care Technology,United States,United States
Kirkland Lake Gold Ltd.,NYSE:KL,KL,Materials,12012.4305,-833.641,11177.3572,2538.973,0.0122,0.6708,0.2492,0.31,Metals & Mining,Canada & Mexico,Canada
MISUMI Group Inc.,OTCPK:MSSM.Y,MSSM.Y,Industrials,12011.8887,-678.3634,11542.9784,2981.1586,0.0525,0.1916,0.0492,0.27,Machinery,Asia / Pacific,Japan
MISUMI Group Inc.,OTCPK:MSUX.F,MSUX.F,Industrials,12011.8887,-678.3634,11709.2608,2981.1586,0.0525,0.1916,0.0492,0.27,Machinery,Asia / Pacific,Japan
Mondi plc,OTCPK:MOND.F,MOND.F,Materials,12010.8896,2371.9165,15112.6316,8109.5825,0.0187,0.2083,0.0973,0.21,Paper & Forest Products,United Kingdom & Ireland,United Kingdom
Mondi plc,OTCPK:MOND.Y,MOND.Y,Materials,12010.8896,2371.9165,15112.6316,8109.5825,0.0187,0.2083,0.0973,0.21,Paper & Forest Products,United Kingdom & Ireland,United Kingdom
"Axon Enterprise, Inc.",NASDAQGS:AXON,AXON,Industrials,11995.6639,-648.863,11346.8009,806.396,0.0342,0.2206,0.0435,0.41,Aerospace & Defense,United States,United States
Allegion plc,NYSE:ALLE,ALLE,Industrials,11976.1915,1018.7,12998.2915,2885.5,0.0477,0.2339,0.0193,0.18,Building Products,United Kingdom & Ireland,Ireland
FMC Corporation,NYSE:FMC,FMC,Materials,11965.182,3261.6,15250.182,4674.4,0.0409,0.2818,0.024,0.19,Chemicals,United States,United States
Shimadzu Corporation,OTCPK:SHMZ.F,SHMZ.F,Information Technology,11959.4255,-972.5165,11154.2198,3669.4513,0.0393,0.1868,0.0378,0.27,"Electronic Equipment, Instruments & Components",Asia / Pacific,Japan
Suntory Beverage & Food Limited,OTCPK:STBF.F,STBF.F,Consumer Staples,11924.646,-52.1763,12906.8551,11067.5879,0.0275,0.1598,0.0458,0.28,Beverages,Asia / Pacific,Japan
Cleveland-Cliffs Inc.,NYSE:CLF,CLF,Materials,11918.6772,5308,17226.6772,17354,0.1213,0.1737,0.1315,0.15,Metals & Mining,United States,United States
ironSource Ltd.,NYSE:IS,IS,Information Technology,11913.4907,-669.494,11243.9967,451.104,0.2138,0.3859,0.0038,0.17,Software,"Latin America, Middle East & Africa",Israel
Xinyi Glass Holdings Limited,OTCPK:XYIG.F,XYIG.F,Industrials,11909.2862,597.7774,11211.6039,3227.2526,0.0774,0.4266,0.1261,0.14,Building Products,Asia / Pacific,Hong Kong
Xinyi Glass Holdings Limited,OTCPK:XYIG.Y,XYIG.Y,Industrials,11909.2862,597.7774,11211.6039,3227.2526,0.0774,0.4266,0.1261,0.14,Building Products,Asia / Pacific,Hong Kong
Bunzl plc,OTCPK:BZLF.F,BZLF.F,Industrials,11893.3915,2345.5936,13986.5134,14014.3582,0.0529,0.087,0.0027,0.24,Trading Companies & Distributors,United Kingdom & Ireland,United Kingdom
Bunzl plc,OTCPK:BZLF.Y,BZLF.Y,Industrials,11893.3915,2345.5936,13986.5134,14014.3582,0.0529,0.087,0.0027,0.24,Trading Companies & Distributors,United Kingdom & Ireland,United Kingdom
Carlisle Companies Incorporated,NYSE:CSL,CSL,Industrials,11837.9548,1368.3,13206.2548,4697.9,0.0531,0.177,0.0279,0.24,Building Products,United States,United States
Bruker Corporation,NASDAQGS:BRKR,BRKR,Healthcare,11830.9066,156.1,12000.7066,2264.4,0.0486,0.23,0.0319,0.24,Life Sciences Tools & Services,United States,United States
Sunac China Holdings Limited,OTCPK:SCCC.F,SCCC.F,Real Estate,11801.843,31038.4741,33248.5721,38571.8059,0.0782,0.1648,0.0794,0.33,Real Estate Management & Development,Asia / Pacific,China
Oracle Corporation Japan,OTCPK:OCLC.F,OCLC.F,Information Technology,11776.8082,-187.5324,12119.3335,1920.5185,0.0304,0.4152,0.0079,0.31,Software,Asia / Pacific,Japan
Ramsay Health Care Limited,OTCPK:RMSY.F,RMSY.F,Healthcare,11773.5987,7187.3125,19258.1966,9646.2208,0.0331,0.1683,0.0522,0.31,Healthcare Providers & Services,Asia / Pacific,Australia
Ramsay Health Care Limited,OTCPK:RMYH.Y,RMYH.Y,Healthcare,11773.5987,7187.3125,19258.1966,9646.2208,0.0331,0.1683,0.0522,0.31,Healthcare Providers & Services,Asia / Pacific,Australia
Lamar Advertising Company (REIT),NASDAQGS:LAMR,LAMR,Real Estate,11725.0418,3899.745,15624.7868,1630.568,0.0376,0.4625,0.0493,0.15,Equity Real Estate Investment Trusts (REITs),United States,United States
GoDaddy Inc.,NYSE:GDDY,GDDY,Information Technology,11715.1432,2848.6,14565.6432,3550.7,0.065,0.2714,0.03,0.15,IT Services,United States,United States
GDS Holdings Limited,NASDAQGM:GDS,GDS,Information Technology,11703.5245,2668.5613,14416.542,1041.6805,0.1988,0.504,1.2476,0.14,IT Services,Asia / Pacific,China
"Dropbox, Inc.",NASDAQGS:DBX,DBX,Information Technology,11688.8687,522.4,12211.2687,2033.7,0.0706,0.3439,0.0533,0.41,Software,United States,United States
Singapore Airlines Limited,OTCPK:SING.F,SING.F,Industrials,11666.4974,5149.9855,17300.4063,3167.8007,0.1663,0.2553,0.3563,0.17,Airlines,Asia / Pacific,Singapore
Singapore Airlines Limited,OTCPK:SING.Y,SING.Y,Industrials,11666.4974,5149.9855,17300.4063,3167.8007,0.1663,0.2553,0.3563,0.17,Airlines,Asia / Pacific,Singapore
Fair Isaac Corporation,NYSE:FICO,FICO,Information Technology,11640.1652,875.825,12515.9902,1356.315,0.0449,0.4315,0.0221,0.15,Software,United States,United States
"Hertz Global Holdings, Inc.",OTCPK:HTZZ,HTZZ,Industrials,11639.6576,8188,21454.0875,5664,0.0912,0.1666,0.1517,0.14,Road & Rail,United States,United States
AB SKF (publ),OTCPK:SKFR.Y,SKFR.Y,Industrials,11623.6887,790.748,12477.7823,9204.3208,0.0198,0.1732,0.0334,0.3,Machinery,Europe,Sweden
AB SKF (publ),OTCPK:SKUF.F,SKUF.F,Industrials,11623.6887,790.748,12477.7823,9204.3208,0.0198,0.1732,0.0334,0.3,Machinery,Europe,Sweden
Lennox International Inc.,NYSE:LII,LII,Industrials,11602.682,1382.1,12984.782,4138.4,0.0401,0.1734,0.0245,0.25,Building Products,United States,United States
Nippon Yusen Kabushiki Kaisha,OTCPK:NPNY.Y,NPNY.Y,Industrials,11569.2568,7480.4429,12555.4517,15770.401,0.0087,0.1318,0.0802,0.22,Marine,Asia / Pacific,Japan
Nippon Yusen Kabushiki Kaisha,OTCPK:NYUK.F,NYUK.F,Industrials,11569.2568,7480.4429,12555.4517,15770.401,0.0087,0.1318,0.0802,0.22,Marine,Asia / Pacific,Japan
"VEREIT, Inc.",NYSE:VER,VER,Real Estate,11565.1811,5514.847,17087.2501,1167.47,0.0361,0.8142,0.0206,0.15,Equity Real Estate Investment Trusts (REITs),United States,United States
Tourmaline Oil Corp.,OTCPK:TRML.F,TRML.F,Energy,11541.1832,1334.0028,12228.939,2587.2345,0.0495,0.6967,0.8767,0.17,"Oil, Gas & Consumable Fuels",Canada & Mexico,Canada
"Essential Utilities, Inc.",NYSE:WTRG,WTRG,Utilities,11530.9372,5856.737,17387.6742,1803.242,0.0634,0.5662,0.5616,0.15,Water Utilities,United States,United States
Schibsted ASA,OTCPK:SBSN.F,SBSN.F,Communication Services,11522.3611,857.3542,4136.3324,1606.0003,0.0409,0.2053,0.0256,0.32,Media,Europe,Norway
Demant A/S,OTCPK:WILL.F,WILL.F,Healthcare,11498.8195,1517.5509,12854.0044,2775.3192,0.0963,0.2399,0.0308,0.21,Healthcare Equipment & Supplies,Europe,Denmark
Demant A/S,OTCPK:WILY.Y,WILY.Y,Healthcare,11498.8195,1517.5509,12854.0044,2775.3192,0.0963,0.2399,0.0308,0.21,Healthcare Equipment & Supplies,Europe,Denmark
RPM International Inc.,NYSE:RPM,RPM,Materials,11485.0286,2479.842,13967.0146,6150.038,0.0256,0.155,0.0254,0.23,Chemicals,United States,United States
Lundin Energy AB (publ),OTCPK:LNDN.F,LNDN.F,Energy,11479.4496,3204.6,14790.4922,3853.4,0.0635,0.8707,0.5621,0.14,"Oil, Gas & Consumable Fuels",Europe,Sweden
Lundin Energy AB (publ),OTCPK:LNEG.Y,LNEG.Y,Energy,11479.4496,3204.6,14778.0139,3853.4,0.0635,0.8707,0.5621,0.14,"Oil, Gas & Consumable Fuels",Europe,Sweden
"Daifuku Co., Ltd.",OTCPK:DAIU.F,DAIU.F,Industrials,11463.9471,-733.6094,10670.3093,4322.4018,0.0446,0.1301,0.0188,0.28,Machinery,Asia / Pacific,Japan
"Daifuku Co., Ltd.",OTCPK:DFKC.Y,DFKC.Y,Industrials,11463.9471,-733.6094,10670.3093,4322.4018,0.0446,0.1301,0.0188,0.28,Machinery,Asia / Pacific,Japan
PT. Chandra Asri Petrochemical Tbk,OTCPK:PTCA.Y,PTCA.Y,Materials,11459.6397,41.619,11148.5828,2229.032,0.042,0.2275,0.1104,0.26,Chemicals,Asia / Pacific,Indonesia
Weibo Corporation,NASDAQGS:WB,WB,Communication Services,11458.4684,-504.194,9928.5964,2012.511,0.044,0.2846,0.0175,0.14,Interactive Media & Services,Asia / Pacific,China
Persimmon Plc,OTCPK:PSMM.F,PSMM.F,Consumer Discretionary,11456.9446,-1806.9523,9881.8275,5503.4374,0.0297,0.2711,0.0055,0.19,Household Durables,United Kingdom & Ireland,United Kingdom
Persimmon Plc,OTCPK:PSMM.Y,PSMM.Y,Consumer Discretionary,11456.9446,-1806.9523,9881.8275,5503.4374,0.0297,0.2711,0.0055,0.19,Household Durables,United Kingdom & Ireland,United Kingdom
West Japan Railway Company,OTCPK:WJRY.F,WJRY.F,Industrials,11443.2166,12509.0246,23870.2349,8432.8487,0.054,0.1785,0.1825,0.29,Road & Rail,Asia / Pacific,Japan
West Japan Railway Company,OTCPK:WJRY.Y,WJRY.Y,Industrials,11443.2166,12509.0246,23870.2349,8432.8487,0.054,0.1785,0.1825,0.29,Road & Rail,Asia / Pacific,Japan
Amplifon S.p.A.,OTCPK:AMFP.F,AMFP.F,Healthcare,11431.1002,1192.6992,12636.6595,2254.662,0.0824,0.2626,0.0325,0.29,Healthcare Providers & Services,Europe,Italy
YASKAWA Electric Corporation,OTCPK:YASK.F,YASK.F,Industrials,11418.2713,153.8273,11776.7044,4024.7334,0.0503,0.1723,0.0417,0.29,Machinery,Asia / Pacific,Japan
YASKAWA Electric Corporation,OTCPK:YASK.Y,YASK.Y,Industrials,11418.2713,153.8273,11776.7044,4024.7334,0.0503,0.1723,0.0417,0.29,Machinery,Asia / Pacific,Japan
Impala Platinum Holdings Limited,OTCPK:IMPU.F,IMPU.F,Materials,11413.9287,-1620.5055,10207.8937,9069.4972,-0.0066,0.3026,0.0849,0.25,Metals & Mining,"Latin America, Middle East & Africa",South Africa
Impala Platinum Holdings Limited,OTCPK:IMPU.Y,IMPU.Y,Materials,11413.9287,-1620.5055,10207.8937,9069.4972,-0.0066,0.3026,0.0849,0.25,Metals & Mining,"Latin America, Middle East & Africa",South Africa
Playtika Holding Corp.,NASDAQGS:PLTK,PLTK,Communication Services,11400.1203,1306.3,12706.4203,2484.9,0.0543,0.3951,0.0245,0.26,Entertainment,"Latin America, Middle East & Africa",Israel
AGC Inc.,OTCPK:ASGL.Y,ASGL.Y,Industrials,11398.1387,6433.0108,17497.4187,14125.1564,0.0261,0.2124,0.1211,0.25,Building Products,Asia / Pacific,Japan
"Magellan Midstream Partners, L.P.",NYSE:MMP,MMP,Energy,11397.0274,4912.035,15306.0734,2524.728,0.0259,0.5485,0.2428,0.15,"Oil, Gas & Consumable Fuels",United States,United States
StoneCo Ltd.,NASDAQGS:STNE,STNE,Information Technology,11381.0328,-572.4862,11555.2567,651.9506,0.2338,0.6844,0.1425,0,IT Services,"Latin America, Middle East & Africa",Cayman Islands
"Black Knight, Inc.",NYSE:BKI,BKI,Information Technology,11379.2108,2183.2,13664.6108,1365.7,0.0558,0.5132,0.0286,0.19,Software,United States,United States
Svenska Cellulosa Aktiebolaget SCA (publ),OTCPK:SCAB.Y,SCAB.Y,Materials,11373.038,1191.7894,12390.9265,2280.1634,0.0646,0.3384,0.1517,0.19,Paper & Forest Products,Europe,Sweden
Svenska Cellulosa Aktiebolaget SCA (publ),OTCPK:SVCB.F,SVCB.F,Materials,11373.038,1191.7894,12414.6983,2280.1634,0.0646,0.3384,0.1517,0.19,Paper & Forest Products,Europe,Sweden
"Coca-Cola FEMSA, S.A.B. de C.V.",NYSE:KOF,KOF,Consumer Staples,11365.5025,1939.4196,13242.1449,9419.4107,0.0347,0.2105,0.0543,0.31,Beverages,Canada & Mexico,Mexico
Snap-on Incorporated,NYSE:SNA,SNA,Industrials,11305.4452,527.1,11854.5452,4574.3,0.0145,0.2872,0.0204,0.26,Machinery,United States,United States
"MonotaRO Co., Ltd.",OTCPK:MONO.Y,MONO.Y,Industrials,11303.861,-7.8228,11732.495,1565.6839,0.1095,0.1549,0.0395,0.31,Trading Companies & Distributors,Asia / Pacific,Japan
"Oak Street Health, Inc.",NYSE:OSH,OSH,Healthcare,11301.0975,-33.5,11270.6975,1116.365,0.2873,0.01,0.0439,0.15,Healthcare Providers & Services,United States,United States
"First Solar, Inc.",NASDAQGS:FSLR,FSLR,Information Technology,11293.2363,-1296.403,9996.8333,2969.351,0.0464,0.2401,0.1981,0.15,Semiconductors & Semiconductor Equipment,United States,United States
MTU Aero Engines AG,OTCPK:MTUA.F,MTUA.F,Industrials,11287.5419,808.8235,11710.9502,4663.1879,0.0339,0.1966,0.0467,0.25,Aerospace & Defense,Europe,Germany
MTU Aero Engines AG,OTCPK:MTUA.Y,MTUA.Y,Industrials,11287.5419,808.8235,11710.9502,4663.1879,0.0339,0.1966,0.0467,0.25,Aerospace & Defense,Europe,Germany
China National Building Material Company Limited,OTCPK:CBUM.F,CBUM.F,Materials,11284.1773,24486.9773,41071.2385,41787.8839,-0.017,0.2374,0.0842,0.31,Construction Materials,Asia / Pacific,China
China National Building Material Company Limited,OTCPK:CBUM.Y,CBUM.Y,Materials,11284.1773,24486.9773,41057.8822,41787.8839,-0.017,0.2374,0.0842,0.31,Construction Materials,Asia / Pacific,China
"Universal Health Services, Inc.",NYSE:UHS,UHS,Healthcare,11273.662,3713.993,14928.441,12210.343,0.0342,0.1465,0.0575,0.27,Healthcare Providers & Services,United States,United States
Orient Overseas (International) Limited,OTCPK:OROV.F,OROV.F,Industrials,11272.59,-2058.463,8773.6881,11748.39,0.0405,0.3053,0.0511,0.21,Marine,Asia / Pacific,Hong Kong
Orient Overseas (International) Limited,OTCPK:OROV.Y,OROV.Y,Industrials,11272.59,-2058.463,8773.6881,11748.39,0.0405,0.3053,0.0511,0.21,Marine,Asia / Pacific,Hong Kong
RATIONAL Aktiengesellschaft,OTCPK:RTLL.F,RTLL.F,Industrials,11256.1676,-286.2429,11027.1229,866.8098,0.0911,0.2807,0.049,0.23,Machinery,Europe,Germany
Wix.com Ltd.,NASDAQGS:WIX,WIX,Information Technology,11229.7399,-793.228,10436.5119,1157.232,0.1314,0.2217,0.0223,0.35,IT Services,"Latin America, Middle East & Africa",Israel
Booz Allen Hamilton Holding Corporation,NYSE:BAH,BAH,Industrials,11213.6469,2576.381,13790.0279,7891.551,0.0297,0.1039,0.0128,0.22,Professional Services,United States,United States
Bangkok Dusit Medical Services Public Company Limited,OTCPK:BDUL.F,BDUL.F,Healthcare,11209.0175,251.8916,11871.0729,2114.1626,0.1547,0.1633,0.1199,0.21,Healthcare Providers & Services,Asia / Pacific,Thailand
China Resources Power Holdings Company Limited,OTCPK:CRPJ.F,CRPJ.F,Utilities,11200.2315,14156.0361,25619.4638,10381.4567,0.0539,0.4553,0.288,0.25,Independent Power & Renewable Electricity Producers,Asia / Pacific,Hong Kong
China Resources Power Holdings Company Limited,OTCPK:CRPJ.Y,CRPJ.Y,Utilities,11200.2315,14156.0361,25619.4638,10381.4567,0.0539,0.4553,0.288,0.25,Independent Power & Renewable Electricity Producers,Asia / Pacific,Hong Kong
ANA Holdings Inc.,OTCPK:ALNP.F,ALNP.F,Industrials,11190.4174,6738.8846,17084.8773,7255.5791,0.1172,0.167,0.1528,0.31,Airlines,Asia / Pacific,Japan
